Code,Name,Market,Marcap
284620,카이노스메드,KOSDAQ,35965517911
221840,하이즈항공,KOSDAQ,35961178803
045060,오공,KOSDAQ,35916984880
408900,스튜디오미르,KOSDAQ,35864457255
101240,씨큐브,KOSDAQ,35831499060
086040,바이오톡스텍,KOSDAQ,35826264515
199550,레이저옵텍,KOSDAQ,35778356310
263700,케어랩스,KOSDAQ,35741542200
226330,신테카바이오,KOSDAQ,35732733675
068940,셀피글로벌,KOSDAQ,35720093048
208710,포톤,KOSDAQ,35652257060
278650,HLB바이오스텝,KOSDAQ,35649249820
002880,디와이에이,KOSPI,35641784190
133820,화인베스틸,KOSPI,35629921920
220180,폴라리스AI핸디,KOSDAQ,35465507844
007530,와이엠,KOSDAQ,35406481521
263050,유틸렉스,KOSDAQ,35324626904
046390,삼화네트웍스,KOSDAQ,35315458785
049800,우진플라임,KOSPI,35260000000
204020,그리티,KOSDAQ,35128202592
037330,인지디스플레,KOSDAQ,35020408752
148930,에이치와이티씨,KOSDAQ,35002732720
173940,에프엔씨엔터,KOSDAQ,34941674160
127980,화인써키트,KOSDAQ,34930017800
006920,모헨즈,KOSDAQ,34834800000
263920,휴엠앤씨,KOSDAQ,34822042300
452200,민테크,KOSDAQ,34820236800
013000,세우글로벌,KOSPI,34819202603
186230,그린플러스,KOSDAQ,34780798780
239890,피엔에이치테크,KOSDAQ,34725463725
080520,오디텍,KOSDAQ,34646596020
009140,경인전자,KOSPI,34636073850
305090,마이크로디지탈,KOSDAQ,34634782860
024120,KB오토시스,KOSDAQ,34557500000
360350,코셈,KOSDAQ,34531109500
450330,하스,KOSDAQ,34507543245
075130,플랜티넷,KOSDAQ,34259930000
026910,광진실업,KOSDAQ,34131443430
419120,산돌,KOSDAQ,34064298155
022220,티케이지애강,KOSDAQ,34029038403
071850,캐스텍코리아,KOSDAQ,33965313200
002870,신풍,KOSPI,33944897700
089140,넥스턴앤롤코리아,KOSDAQ,33925458310
317240,TS트릴리온,KOSDAQ,33844984760
432430,와이랩,KOSDAQ,33842056000
004365,세방우,KOSPI,33793530000
203450,유니온바이오메트릭스,KOSDAQ,33789616800
208860,다산디엠씨,KOSDAQ,33780223135
143210,핸즈코퍼레이션,KOSPI,33571739817
035460,기산텔레콤,KOSDAQ,33570765000
031510,오스템,KOSDAQ,33460000000
469750,아이비젼웍스,KOSDAQ,33388330089
200780,비씨월드제약,KOSDAQ,33223534015
417860,오브젠,KOSDAQ,33042480120
364950,에이아이코리아,KOSDAQ,33019851100
355390,크라우드웍스,KOSDAQ,33018635520
021650,한국큐빅,KOSDAQ,32946384445
365590,하이딥,KOSDAQ,32912207700
159910,에코글로우,KOSDAQ,32866684580
064520,테크엘,KOSDAQ,32811359016
064480,브리지텍,KOSDAQ,32749850000
025440,DH오토웨어,KOSDAQ,32683417400
148780,비큐AI,KOSDAQ,32640662550
475460,미트박스,KOSDAQ,32636914500
078590,휴림에이텍,KOSDAQ,32623289035
215090,솔디펜스,KOSDAQ,32580015027
002420,세기상사,KOSPI,32416817640
001070,대한방직,KOSPI,32330000000
318410,비비씨,KOSDAQ,32275961830
087600,픽셀플러스,KOSDAQ,32217071310
066360,체리부로,KOSDAQ,32127850050
020180,대신정보통신,KOSDAQ,32126572940
005820,원림,KOSPI,32056681500
376930,노을,KOSDAQ,31954494229
045510,정원엔시스,KOSDAQ,31920676398
207760,미스터블루,KOSDAQ,31902636672
128540,에코캡,KOSDAQ,31815028320
133750,메가엠디,KOSDAQ,31786810566
388610,지에프씨생명과학,KOSDAQ,31686028850
016600,큐캐피탈,KOSDAQ,31623026265
069640,한세엠케이,KOSPI,31603389374
007120,미래아이앤지,KOSPI,31585519784
206400,베노티앤알,KOSDAQ,31546042878
465480,인스피언,KOSDAQ,31528470920
027040,서울전자통신,KOSDAQ,31523746785
089150,케이씨티,KOSDAQ,31504550000
096630,에스코넥,KOSDAQ,31450995863
458350,에스팀,KOSDAQ,31259520000
036420,콘텐트리중앙,KOSPI,31243463576
053950,경남제약,KOSDAQ,31234481208
258830,세종메디칼,KOSDAQ,31223976612
318020,포인트모바일,KOSDAQ,31183724520
039290,인포뱅크,KOSDAQ,31167911130
118000,메타케어,KOSPI,31098656850
105550,엣지파운드리,KOSDAQ,31087899247
072770,멤레이비티,KOSDAQ,31051049304
308170,씨티알모빌리티,KOSPI,30996000000
068050,팬엔터테인먼트,KOSDAQ,30989671044
237820,플레이디,KOSDAQ,30977543100
290090,트윔,KOSDAQ,30952762880
010400,우진아이엔에스,KOSPI,30945320000
464580,닷밀,KOSDAQ,30903823431
452160,제이엔비,KOSDAQ,30824174035
009810,플레이그램,KOSPI,30758972706
123840,뉴온,KOSDAQ,30717273750
079000,와토스코리아,KOSDAQ,30636000000
001380,SG글로벌,KOSPI,30530652418
452300,캡스톤파트너스,KOSDAQ,30464435750
003060,에이프로젠바이오로직스,KOSPI,30410109140
348030,모비릭스,KOSDAQ,30396027000
012620,원일특강,KOSDAQ,30360000000
262840,아이퀘스트,KOSDAQ,30274317480
006570,대림통상,KOSPI,30252075000
246250,에스엘에스바이오,KOSDAQ,30220617614
002690,동일제강,KOSPI,30146034600
091970,LSK아이로봇,KOSDAQ,30139120000
109820,진매트릭스,KOSDAQ,30121406280
088340,유라클,KOSDAQ,30114139200
005360,모나미,KOSPI,30103410051
033830,티비씨,KOSDAQ,30043429570
069410,엔텔스,KOSDAQ,30017334320
023150,MH에탄올,KOSPI,29993708190
033340,좋은사람들,KOSDAQ,29957722422
060540,에스에이티,KOSDAQ,29896076496
376980,원티드랩,KOSDAQ,29836333670
025750,한솔홈데코,KOSPI,29809103650
311390,네오크레마,KOSDAQ,29799673095
090370,메타랩스,KOSPI,29570978187
075970,동국알앤에스,KOSDAQ,29568800000
131090,시큐브,KOSDAQ,29560733060
119500,포메탈,KOSDAQ,29499607680
335810,프리시젼바이오,KOSDAQ,29434287546
014130,한익스프레스,KOSPI,29426528670
053290,NE능률,KOSDAQ,29416826460
103840,우양,KOSDAQ,29394104688
476080,M83,KOSDAQ,29359895000
038950,파인디지털,KOSDAQ,29304895550
106240,파인테크닉스,KOSDAQ,29262852736
239610,에이치엘사이언스,KOSDAQ,29225263300
271830,팸텍,KOSDAQ,29165809778
033170,시그네틱스,KOSDAQ,29147628460
079170,한창산업,KOSDAQ,29120000000
310870,디와이씨,KOSDAQ,29091292854
008250,이건산업,KOSPI,29024482750
444530,심플랫폼,KOSDAQ,29007354860
288620,에스프리즘,KOSDAQ,28999057980
351330,이삭엔지니어링,KOSDAQ,28885492200
160550,NEW,KOSDAQ,28827007498
088790,진도,KOSPI,28816527360
024070,WISCOM,KOSPI,28813703440
464280,티디에스팜,KOSDAQ,28811300000
462310,뉴키즈온,KOSDAQ,28790415225
031310,아이즈비전,KOSDAQ,28735264866
318010,팜스빌,KOSDAQ,28585263490
014990,인디에프,KOSPI,28407734709
187270,신화콘텍,KOSDAQ,28402766000
407400,꿈비,KOSDAQ,28376361426
044480,빌리언스,KOSDAQ,28263278600
065950,웰크론,KOSDAQ,28203070698
043220,티에스넥스젠,KOSDAQ,28191099330
026040,제이에스티나,KOSDAQ,28188473320
336060,웨이버스,KOSDAQ,28170792000
033050,제이엠아이,KOSDAQ,28145965952
434480,모니터랩,KOSDAQ,28005932500
356890,싸이버원,KOSDAQ,27971950500
254120,자비스,KOSDAQ,27924877160
032860,더라미,KOSDAQ,27873145470
050110,캠시스,KOSDAQ,27763581850
025890,한국주강,KOSPI,27638647680
010640,진양폴리,KOSPI,27638500000
351320,넥사다이내믹스,KOSDAQ,27590038418
206560,덱스터,KOSDAQ,27571733560
003535,한화투자증권우,KOSPI,27552000000
030720,동원수산,KOSPI,27550525600
005320,온타이드,KOSPI,27452839535
038530,케이바이오랩스,KOSDAQ,27443529320
387570,파인메딕스,KOSDAQ,27341874000
013720,청보,KOSDAQ,27251006720
177830,파버나인,KOSDAQ,27239013165
376180,피코그램,KOSDAQ,27229042746
232830,아이티센피엔에스,KOSDAQ,27214512996
099390,브레인즈컴퍼니,KOSDAQ,27210458145
276730,한울앤제주,KOSDAQ,27204729520
130500,GH신소재,KOSDAQ,27082886824
301300,바이브컴퍼니,KOSDAQ,27032933160
001810,무림SP,KOSDAQ,27029887500
095910,에스에너지,KOSDAQ,27002962116
197140,디지캡,KOSDAQ,27002294550
188260,세니젠,KOSDAQ,26968556920
068100,케이웨더,KOSDAQ,26956231360
016920,카스,KOSDAQ,26917434608
363260,모비데이즈,KOSDAQ,26888910884
002820,SUN&L,KOSPI,26840628900
083640,인콘,KOSDAQ,26815344624
073540,에프알텍,KOSDAQ,26733000000
406820,뷰티스킨,KOSDAQ,26731472887
017000,신원종합개발,KOSDAQ,26719781830
450520,인스웨이브,KOSDAQ,26718218226
032750,삼진,KOSDAQ,26641809900
007720,소노스퀘어,KOSDAQ,26611318800
038620,위즈코프,KOSDAQ,26581042215
114630,폴라리스우노,KOSDAQ,26576752416
475660,에스켐,KOSDAQ,26564947250
357430,마스턴프리미어리츠,KOSPI,26539617090
195500,마니커에프앤지,KOSDAQ,26539458000
238490,힘스,KOSDAQ,26527193420
290520,신도기연,KOSDAQ,26483964012
066910,손오공,KOSDAQ,26478758096
005110,한창,KOSPI,26467434378
900070,글로벌에스엠,KOSDAQ,26388288288
367000,플래티어,KOSDAQ,26380911015
138070,신진에스엠,KOSDAQ,26359825224
148250,알엔투테크놀로지,KOSDAQ,26350322944
006490,프리티,KOSPI,26323728470
004270,남성,KOSPI,26266337280
037370,EG,KOSDAQ,26263039740
038880,아이에이,KOSDAQ,26262908385
004870,티웨이홀딩스,KOSPI,26231296982
057680,티사이언티픽,KOSDAQ,26216228940
071950,코아스,KOSPI,26214520535
006345,대원전선우,KOSPI,26212000000
199480,뱅크웨어글로벌,KOSDAQ,26205231160
093380,풍강,KOSDAQ,26180179450
33637K,솔루스첨단소재1우,KOSPI,26107134704
198940,한주라이트메탈,KOSDAQ,26061875840
291230,엔피,KOSDAQ,25928315700
0010F0,보원케미칼,KOSDAQ,25908872325
289220,자이언트스텝,KOSDAQ,25904488581
900310,컬러레이,KOSDAQ,25872836700
054780,키이스트,KOSDAQ,25869655588
080530,코디,KOSDAQ,25852382140
239340,이스트에이드,KOSDAQ,25846489372
058110,멕아이씨에스,KOSDAQ,25809252240
397810,애드포러스,KOSDAQ,25726438450
051380,피씨디렉트,KOSDAQ,25725300744
297570,아틀라스링크,KOSDAQ,25654322538
016670,디모아,KOSDAQ,25638498510
038870,에코심플렉스,KOSDAQ,25563266976
039740,한국정보공학,KOSDAQ,25538594445
045300,성우테크론,KOSDAQ,25523769040
021880,메이슨캐피탈,KOSDAQ,25462128000
065150,대산F&B,KOSDAQ,25453369280
069140,누리플랜,KOSDAQ,25451525544
455180,케이지에이,KOSDAQ,25444065936
318000,KBG,KOSDAQ,25390347815
290270,휴네시온,KOSDAQ,25316215720
109960,앱토크롬,KOSDAQ,25301093576
002355,넥센타이어1우B,KOSPI,25252500000
048470,대동스틸,KOSDAQ,25234750000
054940,엑사이엔씨,KOSDAQ,25211896480
047080,한빛소프트,KOSDAQ,25070585620
187220,디티앤씨,KOSDAQ,25009104610
006740,블루산업개발,KOSPI,24974295900
430690,한싹,KOSDAQ,24950246160
288980,모아데이타,KOSDAQ,24921244615
121890,에스디시스템,KOSDAQ,24855004020
237750,피앤씨테크,KOSDAQ,24817012000
033250,체시스,KOSPI,24800000000
373170,엠아이큐브솔루션,KOSDAQ,24756388020
019175,신풍제약우,KOSPI,24750988900
123750,알톤,KOSDAQ,24750292869
398120,에스지헬스케어,KOSDAQ,24748757990
225220,제놀루션,KOSDAQ,24735937069
333050,이노테나,KOSDAQ,24720588400
131220,대한과학,KOSDAQ,24450727200
298060,풍전약품,KOSDAQ,24382740910
134060,이퓨쳐,KOSDAQ,24370867500
300120,라온피플,KOSDAQ,24306471856
032790,엠젠솔루션,KOSDAQ,24293380276
258790,소프트캠프,KOSDAQ,24266532880
462510,라메디텍,KOSDAQ,24252168575
093240,형지엘리트,KOSPI,24249152305
053060,세동,KOSDAQ,24225978868
464500,아이언디바이스,KOSDAQ,24208344990
462980,아이지넷,KOSDAQ,24160629025
044780,에이치케이,KOSDAQ,24150052035
146060,율촌,KOSDAQ,24135672975
257370,피엔티엠에스,KOSDAQ,24046847703
200350,아티스트스튜디오,KOSDAQ,24040440125
097780,에코볼트,KOSDAQ,24027017376
368600,아이씨에이치,KOSDAQ,23783372630
383930,디티앤씨알오,KOSDAQ,23701773312
013810,스페코,KOSDAQ,23697894990
035200,프럼파스트,KOSDAQ,23695351170
036480,대성미생물,KOSDAQ,23674000000
267790,배럴,KOSDAQ,23606178630
003495,대한항공우,KOSPI,23604372500
054090,삼진엘앤디,KOSDAQ,23586474240
070590,인티큐브,KOSDAQ,23525788095
091340,S&K폴리텍,KOSDAQ,23524479210
085810,알티캐스트,KOSDAQ,23523889792
032080,아즈텍WB,KOSDAQ,23468203668
236810,엔비티,KOSDAQ,23409112454
060380,동양에스텍,KOSDAQ,23364200000
019570,GMI벤처,KOSDAQ,23337534780
009310,참엔지니어링,KOSPI,23329484620
188040,바이오포트,KOSDAQ,23326350380
169330,엠브레인,KOSDAQ,23317436614
403490,우듬지팜,KOSDAQ,23195894320
033200,모아텍,KOSDAQ,23195413080
377030,비트맥스,KOSDAQ,23152557240
018680,서울제약,KOSDAQ,23108770258
368970,오에스피,KOSDAQ,23045140900
024890,대원화성,KOSPI,23017025700
115160,휴맥스,KOSDAQ,22916075560
328380,솔트웨어,KOSDAQ,22853270925
215480,토박스코리아,KOSDAQ,22768800000
340440,세림B&G,KOSDAQ,22759447928
405920,나라셀라,KOSDAQ,22755560292
109670,씨싸이트,KOSDAQ,22733564790
353190,휴럼,KOSDAQ,22721348340
063760,이엘피,KOSDAQ,22706691550
415380,스튜디오삼익,KOSDAQ,22691419425
065370,위세아이텍,KOSDAQ,22631819010
139670,키네마스터,KOSDAQ,22618333620
222980,한국맥널티,KOSDAQ,22614540150
432980,엠에프씨,KOSDAQ,22596281460
096690,에이루트,KOSDAQ,22568143620
210120,캔버스엔,KOSDAQ,22540854540
227610,아우딘퓨쳐스,KOSDAQ,22455127789
115480,씨유메디칼,KOSDAQ,22443210261
373110,엑셀세라퓨틱스,KOSDAQ,22413534624
049120,파인디앤씨,KOSDAQ,22369508930
067010,이씨에스,KOSDAQ,22321425000
019660,글로본,KOSDAQ,22310932800
465770,STX그린로지스,KOSPI,22304794200
219750,한국비티비,KOSDAQ,22271311654
014100,메디앙스,KOSDAQ,22160400000
440320,오픈놀,KOSDAQ,22155600000
039310,세중,KOSDAQ,22144677074
051630,진양화학,KOSPI,22048000000
052300,오션인더블유,KOSDAQ,22043281696
008775,호텔신라우,KOSPI,21879678900
098660,에스티오,KOSDAQ,21839205072
084440,유비온,KOSDAQ,21830092361
241840,에이스토리,KOSDAQ,21798886290
377330,이지트로닉스,KOSDAQ,21774376950
296640,이노에이엑스,KOSDAQ,21722767140
130740,티피씨글로벌,KOSDAQ,21685053717
277410,인산가,KOSDAQ,21625674500
352940,인바이오,KOSDAQ,21615914970
023770,플레이위드,KOSDAQ,21605785425
359090,씨엔알리서치,KOSDAQ,21574506411
200230,텔콘RF제약,KOSDAQ,21572161975
080720,한국유니온제약,KOSDAQ,21562456300
007770,한일화학,KOSDAQ,21551400000
154040,다산솔루에타,KOSDAQ,21550767158
353590,오토앤,KOSDAQ,21515077470
317120,라닉스,KOSDAQ,21470820000
101680,한국정밀기계,KOSDAQ,21430200000
043200,파루,KOSDAQ,21403809280
378800,샤페론,KOSDAQ,21364280322
347770,핌스,KOSDAQ,21325620186
080470,성창오토텍,KOSDAQ,21316000000
208350,지란지교시큐리티,KOSDAQ,21307129100
023790,동일스틸럭스,KOSDAQ,21277647424
017250,인터엠,KOSDAQ,21255921670
33626L,두산퓨얼셀2우B,KOSPI,21232593000
342870,오아,KOSDAQ,21228517315
032280,삼일,KOSDAQ,21158734950
131180,딜리,KOSDAQ,21014600000
429270,시지트로닉스,KOSDAQ,20960000750
067730,로지시스,KOSDAQ,20944041130
000040,KR모터스,KOSPI,20937343632
083660,CSA 코스믹,KOSDAQ,20901239100
090150,아이윈,KOSDAQ,20895771207
331520,밸로프,KOSDAQ,20876526180
153490,우리이앤엘하루틴,KOSDAQ,20849400000
101400,엔시트론,KOSDAQ,20794706548
274400,이노시뮬레이션,KOSDAQ,20717204040
056730,CNT85,KOSDAQ,20677020615
238200,비피도,KOSDAQ,20654500000
195990,루트K,KOSDAQ,20587872736
012340,뉴인텍,KOSDAQ,20523702283
088290,이원컴포텍,KOSDAQ,20458624680
083470,이엠앤아이,KOSDAQ,20422694853
193250,링크드,KOSDAQ,20414360691
424760,벨로크,KOSDAQ,20410367040
361670,삼영에스앤씨,KOSDAQ,20403568800
196700,웹스,KOSDAQ,20368356192
065060,지엔코,KOSDAQ,20277456610
076080,웰크론한텍,KOSDAQ,20244363776
021040,대호특수강,KOSDAQ,20207144594
027580,상보,KOSDAQ,20168978520
011090,에넥스,KOSPI,20145134746
054410,케이피티유,KOSDAQ,20128450660
252500,세화피앤씨,KOSDAQ,20079412760
372800,아이티아이즈,KOSDAQ,20020802705
900110,딥커머스,KOSDAQ,20004287135
043360,디지아이,KOSDAQ,19980000000
303530,이노뎁,KOSDAQ,19962893280
362990,드림인사이트,KOSDAQ,19925480764
015020,이스타코,KOSPI,19883142400
016100,리더스코스메틱,KOSDAQ,19864929760
067770,세진티에스,KOSDAQ,19857942445
073570,리튬포어스,KOSDAQ,19801404560
024940,PN풍년,KOSDAQ,19800000000
192390,윈하이텍,KOSDAQ,19780786597
032800,판타지오,KOSDAQ,19763973892
001685,대상우,KOSPI,19690104510
137940,넥스트아이,KOSDAQ,19673194335
900340,윙입푸드,KOSDAQ,19553565528
154030,아시아종묘,KOSDAQ,19528162673
078860,아이오케이이엔엠,KOSDAQ,19519914080
065690,파커스,KOSDAQ,19430224773
290560,파라택시스이더리움,KOSDAQ,19254310530
214610,롤링스톤,KOSDAQ,19197807380
065650,하이퍼코퍼레이션,KOSDAQ,19155477250
140430,카티스,KOSDAQ,19144907037
006200,한국전자홀딩스,KOSPI,19095679080
048830,엔피케이,KOSDAQ,19042229691
096870,엘디티,KOSDAQ,19033437720
058450,한주에이알티,KOSDAQ,19000679880
001420,태원물산,KOSPI,18962000000
054220,비츠로시스,KOSDAQ,18898514616
351870,차이커뮤니케이션,KOSDAQ,18872645622
275630,에스에스알,KOSDAQ,18756094560
115610,이미지스,KOSDAQ,18720930096
103230,에스앤더블류,KOSDAQ,18720000000
031860,디에이치엑스컴퍼니,KOSDAQ,18714758139
115530,씨엔플러스,KOSDAQ,18685982970
438700,버넥트,KOSDAQ,18645400970
108675,LX하우시스우,KOSPI,18633556500
223310,사토시홀딩스,KOSDAQ,18632618360
419540,비스토스,KOSDAQ,18559958095
018620,우진비앤지,KOSDAQ,18511061940
051780,큐로홀딩스,KOSDAQ,18499995800
335870,윙스풋,KOSDAQ,18258015570
032680,소프트센,KOSDAQ,18207184113
002360,SH에너지화학,KOSPI,18203704974
037400,우리엔터프라이즈,KOSDAQ,18172778778
417180,핑거스토리,KOSDAQ,18163341225
431190,케이쓰리아이,KOSDAQ,18154621850
045520,크린앤사이언스,KOSDAQ,17972500000
115570,스타플렉스,KOSDAQ,17965143000
279600,미디어젠,KOSDAQ,17872439515
00499K,롯데지주우,KOSPI,17803826300
050760,에스폴리텍,KOSDAQ,17723125630
008600,윌비스,KOSPI,17615839860
